"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Cameroun","CMR","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5567883473176","15.8089333568311","14.9294278084384","9.89986132287048","9.06269479640358","8.8683036987345","","","10.1209826631067","10.4039386813666","","","","","","","","","","","","","12.7527473631683","12.9354089682102","12.8603148223258","12.421318766701","11.9000531275541","10.5272373062848","11.367382512434","12.3229207514112","12.0602939460197","12.4278935966695","",
"Congo, République démocratique du","COD","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","12.124033244138","11.5901892593452","13.6437081431547","11.9323623864774","13.1735758225748","10.1674077302381","10.0455197515309","9.85715355211881","10.2221117241477","11.3727772587959","11.0193647905006","","","","","","17.7438265986595","11.4983137709529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, République du","COG","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5105209197871","26.7993728918238","19.5450880992224","28.6715434638814","21.4522262166708","17.7624189060981","18.4733774881069","15.3037325843748","13.8794708891962","10.7590345834017","10.1766500054625","11.6546669888328","10.8769536250591","12.764755103564","14.8958714742342","16.5187346365397","16.0396616415927","16.4220244342388","16.2271086909615","17.7950003407402","","",
"Colombie","COL","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3166066677647","22.1201943516985","16.9331428734368","","","27.622281719396","","","","","24.5684126038182","24.7300721329255","25.4043842590891","24.2247402762094","25.0329863002189","33.2851931387088","30.1625917691368","26.8156770552217","28.6308350994839","27.5049639074472","29.9717907219429","31.3047065647576","36.5811019445281","35.6649840662806","32.8951079356972",
"Comores","COM","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.242720873769","29.609811596401","22.773731540635","20.9248138433987","23.184104965337","23.3391997516252","23.8795957710454","22.8749351332811","22.807284942247","24.1312931204559","25.9771449892702","25.3032941163922","25.1939866091982","","","","","",
"Costa Rica","CRI","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","15.5475083095774","15.0578479767084","16.3050594260206","16.3477722532841","16.1408548982909","20.5339492502451","21.2812709554376","21.5913340673807","18.0902127387128","16.6247715415639","20.9722071856102","20.0232009025163","19.5079016854302","24.2558884707678","25.5611467757388","23.2142019792831","24.3595664537191","24.2498822315247","18.4180042787202","17.7816496000967","19.3634469577957","23.0019016734632","21.5413238450435","22.4914149504827","21.3945642293915","21.061790973335","22.1236971446223","22.0341229169995","22.7586749018497","24.5949165130501","23.6218984320408","22.5253860097279","22.6463628110638","21.6012303281414","21.1608078594928","21.6689393880927","24.7449925069108","25.6136283333073","25.3785207077354","25.9446831621349","26.5177395778653","26.735858108932","28.554894071268","27.1467334171331","25.3967283749943","28.9192248274544","29.6382263485902","32.2534448883827","30.0622276571407","",
"Petits états des Caraïbes","CSS","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5005573157388","22.6903934427982","22.4413426109311","22.2797806140346","21.8204828012671","25.0032908073238","22.9473706660043","24.8354338521247","29.5224402215236","27.0423938967664","25.4869188225542","25.9358937950874","25.7689369762254","26.4142565751446","27.7102628125548","28.0301941939545","27.7933444926856","26.6885441082792","27.979190543528","","","",
"Cuba","CUB","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Caïmans","CYM","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chypre","CYP","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","30.2140057477228","25.8820015641889","23.3443620610117","23.7433374485356","22.500793647279","24.510061362583","25.7294514126567","26.7528542007549","30.5427986773838","26.6561970509267","27.2001064053983","25.2695363248754","27.3733296128535","27.7027900454485","27.4752965005069","50.4016366456296","51.9479482041439","50.6985863799203","50.1847870688582","50.9739548168824","46.7053639563547","48.6874922523475","51.0329534321667","54.5445714977583","53.6358611250557","54.3060469276375","55.6688825498211","58.1126958060601","63.5792987252133","61.1222309793349","63.2176398516886","62.3030135929911","60.9703987688123","62.3693882591249","39.0254757933298","39.0742409031563","40.20798228231","41.362029922981","42.4379772410808","48.9869255940895","39.3664959755276","36.1212065502548","34.930103645979","38.7458185267685","36.3709768336218","42.1127711750211","39.7208398873058","",
"République tchèque","CZE","Dépenses (% du PIB)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9945961573864","30.4832814490919","47.2649354196501","37.5059245430517","35.0829315117421","35.9626434649712","34.8137558073008","33.5883876596674","36.6830856654541","37.0092033317205","38.2850850660822","34.6353135726179","33.478623849944","32.6028263201167","32.3566866768596","32.0802600139505","35.0403609217261","34.9873399334313","34.9337804994827","36.608882754141","34.7340247962072","34.4712071473706","33.2582980245074","32.8355368174225","31.8073908236043","32.2107925299232","32.5785832957207","38.428300208911","38.0504122224028","",
